Instance;;ILS – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BRKGA – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO – Chagas and Wagner (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_01_03.thop;;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;3425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_05_01.thop;;9896;10179;10172;10077;10162;10191;10045;10614;10139;10411;9732;9950;10096;10148;10087;10172;9976;9944;10465;9875;10129;9921;9938;10097;9841;9876;9782;10373;10006;9934;;10661;10593;10565;10590;10661;10565;10427;10445;10590;10465;10273;10445;10637;10565;10465;10537;10437;10565;10614;10593;10569;10661;10514;10661;10593;10565;10637;10305;10565;10661;;10437;10213;10165;10466;10099;10466;10437;10576;10466;10466;10298;10469;10283;10437;10305;10203;10306;10466;10311;10437;10161;10161;10188;10213;10103;10466;10161;10161;10161;10161;;10654;10654;10654;10593;10635;10654;10654;10654;10661;10654;10661;10588;10592;10654;10654;10635;10661;10654;10590;10654;10635;10654;10654;10590;10654;10654;10654;10661;10654;10654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_05_02.thop;;12367;12799;12650;12501;12700;12273;12563;12355;12682;12772;12783;12563;12372;12269;12566;12507;12804;12714;12224;12399;12568;12854;12915;12713;12634;12716;12521;12981;12895;12894;;13176;13214;13132;13214;13214;13176;13297;13176;13217;13132;13097;13214;13263;13156;13202;13288;13136;13136;13097;13288;13160;13176;13132;13154;13288;13188;13069;13199;13267;13214;;12803;12753;12884;13014;12961;12862;13044;12563;12798;12546;12900;13044;12833;12750;12914;12981;12750;12750;13098;12862;12803;12813;12862;12546;13155;12806;12862;12726;12862;12862;;13351;13348;13341;13371;13297;13371;13351;13371;13371;13371;13371;13300;13371;13371;13348;13371;13348;13371;13371;13371;13348;13371;13371;13341;13334;13371;13348;13371;13371;13371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_05_03.thop;;14399;14509;14455;14562;14175;14380;14221;14230;14053;14163;14271;14431;14530;14258;14505;14469;14305;14578;14439;14178;14273;14457;14178;14457;14077;15044;14530;13844;14498;14134;;15123;15102;15059;15059;15044;14896;15303;15029;15052;15044;14961;15102;14880;15059;15303;15303;15058;15192;15102;15025;15174;15121;15102;15192;15044;14947;14947;15059;15044;15192;;15060;15060;15035;15060;15060;15028;15060;15060;15035;14955;15060;15060;15060;14955;15028;14987;14888;15028;15060;15060;14947;14955;14955;15060;14947;15060;15060;15060;15044;14955;;15303;15303;15303;15303;15303;15192;15303;15192;15303;15303;15192;15303;15192;15303;15303;15192;15303;15192;15192;15303;15192;15192;15192;15174;15303;15303;15277;15303;15303;15303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_10_01.thop;;13340;13677;13560;12902;13502;12802;13221;12949;13302;12904;13196;13288;13083;13394;13377;13269;13154;13044;13507;13599;13165;13791;13285;13706;12956;12968;13348;13109;13534;13631;;14526;14526;14416;14653;14038;14653;14512;14738;14512;14653;14512;14667;14833;14277;14512;14403;14401;14653;14137;14614;14629;14634;14653;14526;14511;14038;14526;14008;14374;14614;;14387;14031;14055;14032;13813;14289;14240;13711;14001;14184;14015;14286;14237;14096;14184;14528;14387;14055;14383;14227;14286;14142;14240;13736;14046;13877;13870;14573;14403;13992;;15059;15059;15059;15059;15059;15059;15059;15059;15059;15059;14946;15022;15059;15059;15059;15059;15059;15059;15059;15059;15059;15059;15059;15059;15059;15022;15059;15022;15059;15059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_10_02.thop;;17046;17423;17767;17737;16757;17820;17118;17484;16551;17202;17674;16621;16968;17756;17525;17392;16476;16562;16781;16448;17061;16906;16709;17010;16842;16791;16894;17434;16786;16823;;18633;18672;18493;19165;19135;19072;18192;18735;18830;18944;18798;18704;18504;18860;19102;19102;18722;18564;18462;18735;18798;19102;19102;19040;19102;18798;18260;18860;18493;18234;;19098;19225;19098;19259;19015;19259;18888;19098;19098;19086;19259;19259;19259;19259;19259;19259;19259;19098;19259;19259;19098;19259;19145;19259;19098;19259;19259;19259;19259;19259;;19263;19263;19259;19339;19339;19263;19263;19263;19263;19263;19321;19257;19339;19257;19308;19263;19257;19263;19263;19339;19263;19263;19263;19308;19308;19263;19263;19263;19202;19257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_01_usw_10_03.thop;;19500;19749;19518;19208;18904;18870;19045;19151;18665;18936;18815;18967;19534;18769;19473;19269;18863;19503;18673;19236;18493;18983;18849;19598;18789;18707;18385;18504;20314;19338;;20866;20567;21230;20949;21056;20787;21197;20814;20624;20892;20866;20925;21147;21153;20349;20854;21222;20366;20949;20952;21230;21068;21114;20866;21444;20905;21230;20319;20334;21028;;21478;21478;21478;21478;21478;21478;21519;21478;21519;21277;21472;21478;21478;21478;21415;21478;21395;21478;21478;21519;21478;21472;21478;21478;21478;21478;21478;21478;21478;21478;;21519;21478;21478;21519;21519;21478;21519;21519;21478;21478;21534;21478;21519;21519;21478;21534;21519;21519;21519;21478;21519;21519;21519;21519;21478;21575;21519;21519;21519;21519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_01_01.thop;;16930;16931;16728;16975;17609;16792;17262;17042;17094;17225;16875;16749;17307;16983;16823;17315;17127;17441;16919;16841;16953;16794;17183;17324;17064;17132;17027;16934;16969;17337;;17596;17277;17531;17647;17440;17544;17300;17387;17332;17301;17647;17137;17522;17235;17438;17539;17746;17544;17533;17519;17476;17283;17404;17641;17266;17074;17318;17438;17603;17500;;17097;17334;16838;17025;17088;17048;17116;16838;16621;17247;17195;17237;17170;16943;17253;17170;17318;17237;17097;17237;16889;17237;17091;17237;16838;17170;17158;16929;16532;17237;;18003;18061;17946;18026;18093;18129;18129;18061;18045;18061;17967;18031;18085;17969;18061;18001;18085;18066;17989;18061;18061;18129;18129;17967;18089;18012;18031;17925;18066;17967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_01_02.thop;;18023;18206;18494;18202;17839;18111;17944;18216;18092;17842;18399;18139;17935;18017;18538;17917;17587;17639;18235;18130;17738;18367;17744;17881;18037;18245;18090;18227;18103;18066;;18637;18634;18638;18413;18627;18647;18607;18745;18439;18318;18339;18793;18542;18843;18842;18729;18617;18814;18541;18645;18542;18641;18247;18325;18645;18732;18643;18576;18347;18723;;18541;18336;18010;18417;18340;18342;18438;18157;18079;18147;18336;17881;18430;18235;18630;18630;18268;18496;17829;18313;18069;18021;18159;18565;18002;18557;18113;17766;18438;18208;;19135;19241;19228;19287;19166;18977;19305;19303;19109;19287;19123;19148;19247;19132;19227;19241;19280;19151;19287;19241;19116;19333;19151;19327;19227;19241;19242;19047;19241;19241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_01_03.thop;;18704;18204;18842;18947;18928;18641;18826;18544;18918;18836;18507;18744;18623;19139;18643;18779;18337;18090;19128;18723;18623;18731;18561;18324;18527;18306;18423;18414;18944;18797;;19585;19411;19347;19234;19439;19532;19532;19345;19633;19340;19233;19537;19499;19534;19490;19546;19494;19544;19546;19215;19344;19433;19220;19207;19346;19447;19432;19290;19419;19541;;19311;19533;19126;19294;19028;19220;19126;19046;19232;18896;19080;19010;19523;19223;19094;19419;19311;18937;18774;19126;19220;19220;19442;19220;19111;19223;19430;18968;18922;19018;;19844;19846;19846;19830;19836;19966;19766;19745;19849;19855;19705;19791;19923;19733;19743;19858;19936;19940;19938;19878;19943;19828;19785;19863;19835;19846;19729;20101;19724;19791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_05_01.thop;;59635;62812;58954;56505;60438;60409;62214;58939;59741;58456;56546;58866;59275;59491;60244;58686;60212;57270;62195;62555;58970;58852;60570;60432;60879;59466;61750;61143;60824;62094;;63747;63912;63534;63757;65180;64726;64432;63342;64983;63798;62721;63527;64755;63187;64021;63533;64685;62242;62516;63291;63187;64386;62541;63445;62736;61770;63230;65254;64160;66008;;64941;62485;62885;66276;64239;64814;63482;64239;64509;64751;64394;66392;64042;63605;63629;65030;63459;64053;64409;62980;64814;64941;66805;63703;64238;64984;62834;65003;63671;63193;;67863;67983;68011;67983;67697;67697;68011;67697;67971;68171;68171;67750;68026;68171;68171;67697;67697;68098;68147;68026;68171;68171;68171;67863;67754;68098;67988;67754;67844;68026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_05_02.thop;;69349;63881;67981;69928;68507;68769;67330;67409;68011;68753;66443;67821;65988;68890;64675;68403;69753;66236;70404;69892;69594;70589;66803;67539;67807;69297;68960;69186;69227;69896;;73593;72374;73652;73323;73773;74177;73926;73640;73132;73562;73826;74131;72999;73960;73637;73851;73639;73933;73274;73846;73937;73521;73715;74068;73132;73230;73705;74063;73876;73736;;74254;73034;73745;74496;74789;75010;74256;73922;74150;73625;73299;73469;74254;73096;73096;73281;73884;73666;72985;73152;73816;73299;73299;73363;73502;74129;73388;73746;73321;73096;;76510;76605;76422;76401;76251;76533;76446;76251;76605;76494;76397;76438;76510;76510;76510;76270;76556;76294;76501;76510;76251;76605;76605;76510;76605;76467;76510;76605;76564;76251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_05_03.thop;;71571;73390;73652;72646;73724;72746;73541;73547;70389;72236;75125;74048;71741;74480;73787;73295;73384;73526;74317;72815;72443;74358;75111;74225;72382;73228;74840;72942;73391;72909;;76637;76170;75491;76059;75835;75696;76535;76323;75505;75817;76069;76316;75912;77095;75337;76234;76028;76128;75683;76095;76918;76335;76113;75520;75690;76238;75658;76092;75833;75838;;77428;77517;76193;77634;77221;77893;76739;77275;77287;77304;77532;77635;76838;77139;77538;77586;77870;77994;77388;77499;77836;77434;77837;77184;76925;77837;77174;77838;77527;77994;;79433;78884;79061;79308;79101;79015;79364;79432;79501;79236;79350;79042;78911;79154;79476;79320;79407;79024;79087;78844;79029;79220;79501;79090;79079;79132;79444;79188;79409;79571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_10_01.thop;;75652;80629;73810;76051;76284;75462;79854;72900;75354;75306;75652;75763;74465;78057;79583;71785;75765;75404;82329;76038;78294;74072;76640;77125;79566;76966;78516;81347;76633;81935;;88565;89287;91024;90706;92908;88662;92346;92187;88365;89976;93528;88380;88959;87088;91253;91965;92050;93259;91024;89644;89720;87658;89487;90933;90072;87715;90203;93660;91005;91131;;91138;90367;91138;93622;92683;90680;94409;93897;91719;92668;94595;93428;90802;95059;90367;90232;94181;95059;89942;90367;91907;91222;92618;94660;93708;91686;92541;91813;89534;91322;;100934;101203;101203;101203;100934;101203;101203;101203;101203;100934;101123;101203;101123;101203;101203;101203;101203;100934;101123;101203;101203;101203;100934;100934;101123;100934;101203;101203;101203;100741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_10_02.thop;;81881;84539;76341;92273;85958;94048;93292;89590;86478;90685;98083;83781;86223;83917;92004;95811;93054;84840;81543;96009;97189;85215;92882;85155;93234;90464;87875;88230;86254;91173;;111139;111758;107301;109486;112446;105178;107707;104799;109587;108541;110929;112963;108247;106395;108805;114713;103167;106570;105549;107056;103512;107314;105122;106059;113574;105681;106987;103874;105927;108141;;116260;116786;116260;116260;113784;118452;117614;114469;117386;116766;114390;116579;117136;117094;117005;116061;116926;116647;118025;117211;116260;118176;117211;117110;116260;117491;116260;114342;116647;114730;;122505;122919;122137;122631;122471;122471;122735;122158;122610;122874;122631;122562;122090;121786;122158;123187;123187;122158;122202;122631;121786;121947;123187;123187;122137;122631;122158;121947;122402;122455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_bsc_10_03.thop;;106425;92529;96480;96254;98755;99071;105623;97371;99080;92120;101637;95708;93741;90758;100085;94997;102400;97104;92729;104616;98975;97159;93819;97635;103905;91075;101199;93870;103619;95779;;115878;113295;118204;111609;117416;107289;107396;113421;115597;114305;117054;111524;113207;112052;110303;112966;110956;113608;112844;120376;109162;116309;113288;114167;120315;113197;118902;112900;120523;115220;;131230;133341;134649;130677;133965;134221;133965;133298;130823;134258;133214;133444;131006;134330;128390;133191;132901;130415;132525;127873;130250;130906;133214;130349;132132;132359;131676;132321;133824;132276;;137453;137534;137668;137534;137668;137668;137261;137668;137534;137417;137534;137534;137668;137417;137181;137668;137417;137417;137255;137534;137270;137261;137417;137270;137534;137534;137270;137668;137534;137592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_01_01.thop;;16034;15552;16355;15582;15160;14868;16004;15213;14482;14985;16191;15881;15284;15030;15475;15229;15428;16142;15955;16060;16170;15924;15942;15246;15474;15772;16323;15943;15158;15132;;16197;16268;16356;16299;16096;16346;16132;16429;16695;16497;16242;15740;15764;16197;15353;16413;16277;16543;16147;16373;16812;15029;16168;15547;16198;16338;16123;16367;15931;15977;;16700;15919;16124;16337;15866;15970;16700;15710;16209;16182;15782;16511;16011;16702;15869;16067;15782;15866;16166;16231;16166;16040;15970;16511;15734;15782;15930;15945;16011;15930;;16949;16867;16949;16966;16867;16966;16949;16966;16966;16867;16898;16867;16900;16867;16966;16966;16966;16949;16966;16949;16949;16966;16966;16867;16949;16949;16966;16949;16949;16867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_01_02.thop;;18528;18426;19262;17942;17347;17794;16854;19068;18165;18119;18606;18102;17681;17145;17987;18648;17128;18040;18147;18581;18076;18280;17536;18394;18137;17354;18636;17592;17146;17793;;19181;18991;19158;18897;19784;19401;18998;20057;19097;19035;19297;19082;18871;19246;19442;18659;18572;19879;19027;18876;19473;18927;19542;19655;19619;18728;19609;19193;19320;20197;;19199;19209;19247;19076;19057;19247;19428;19057;19057;19213;19057;19675;19302;19177;19191;19213;19057;19189;19085;19213;19240;19057;19477;19292;19253;19105;19384;19122;18700;19213;;20315;20316;20266;20266;20304;20315;20315;20266;20266;20345;20315;20266;20266;20266;20345;20315;20315;20324;20266;20315;20266;20315;20316;20315;20331;20324;20315;20315;20331;20266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_01_03.thop;;19165;18880;19245;18662;19157;18589;19839;18434;20526;20011;20273;19926;18198;19525;18498;20106;18961;19712;19927;19448;19211;19082;20185;19772;19962;19102;20205;19367;19186;19158;;21666;21478;21114;21064;20998;20944;21478;20807;21291;20693;20642;21103;21159;21258;21413;20951;20864;21119;20925;21070;21097;21843;20770;21072;21287;20907;21333;21614;21124;20995;;21714;21786;21824;21786;21611;21741;21500;21572;21177;21741;21631;21676;21478;21714;21611;21741;21626;21611;21544;21613;21741;21479;21479;21479;21514;21714;21893;21805;21588;21517;;22083;22083;21907;22182;22083;22072;22206;22083;22086;21880;22083;22083;22182;21863;22083;22072;21945;22182;22083;21797;21842;22182;21839;22072;22083;22086;22083;22083;21945;21945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_05_01.thop;;24938;27465;27170;24954;28613;24392;26977;28601;26960;27193;27655;28043;25549;26289;27199;24668;28585;28766;25983;27856;26119;27910;27253;28390;26367;28303;27443;28751;26708;27782;;29124;30189;30071;30025;29163;31308;30738;30205;30074;29382;29543;29164;29614;29803;29587;30420;29526;30000;31229;28143;30140;29733;30490;28399;30182;27781;29858;29317;29710;29989;;31666;31232;31896;32260;32432;31146;31659;31492;31788;31659;31300;31502;30896;31126;32169;30829;32500;32175;31017;31018;30889;32178;31866;31574;31080;31828;31175;31111;32254;30613;;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;35192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_05_02.thop;;34574;34775;31429;30914;33393;32404;32072;31913;32732;33568;33390;31829;31997;30686;36393;34397;32675;33309;33766;32810;33012;34153;32235;32594;33133;33062;30875;32338;31708;33837;;36933;38502;37542;39057;39482;36175;39293;38298;39338;38725;37704;37087;38639;37936;39675;39064;39115;37905;38725;36330;38988;39053;37825;38228;36109;38374;37581;38467;37005;37818;;38695;39100;39848;39592;39258;39354;37989;38691;39143;39378;39302;38372;38615;39295;38535;38949;39122;38858;39472;38654;39472;38369;39589;39491;38867;38753;38797;38595;38894;38900;;43448;43493;43493;43448;43565;43399;43448;43399;43399;43493;43380;43448;43448;43454;43448;43448;43399;43448;43448;43448;43493;43447;43448;43454;43399;43399;43448;43448;43448;43448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_05_03.thop;;35854;36831;36621;35579;33709;35090;36187;34881;35903;36412;36516;34423;33922;35436;36997;33697;38522;33575;37995;32915;37385;36235;36905;37541;34471;35152;37925;36997;36303;34025;;42660;43488;44803;42734;43957;42939;43135;43849;43062;42140;43699;44229;43062;43156;42599;43277;42936;43986;43426;44006;44385;43022;42111;42778;41985;41984;41382;42463;42677;42533;;46609;46337;46242;45561;45795;46321;46583;45870;45772;46318;46691;46448;46043;45204;46436;45425;45117;45580;46187;45925;46043;46888;45544;46190;45282;45942;46386;46357;45457;46358;;48439;48423;48423;48423;48377;48482;48482;48407;48423;48419;48300;48423;48416;48423;48482;48423;48434;48419;48419;48482;48397;48482;48386;48423;48437;48423;48482;48419;48419;48419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_10_01.thop;;35007;31357;29805;28739;35356;32428;30256;31679;32136;32170;33032;31554;33596;33061;33379;33084;33634;32975;31691;34063;33090;32878;32198;34168;33209;32122;31462;32369;34905;33970;;37631;36397;37578;38122;38913;36508;35882;37705;38010;37081;37267;37596;37264;35735;38433;36200;35692;37025;36827;37871;36005;36930;38425;38958;36572;39336;34727;37085;35843;37710;;38593;39470;39801;39795;39155;38917;38461;39308;38236;40468;39768;39459;39499;39233;38851;38235;39766;38750;39459;38839;39768;39768;38204;38445;38085;38460;39470;38237;38078;38560;;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;45711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_10_02.thop;;37260;37261;38620;37576;38508;39512;36738;40340;36782;40638;39210;41216;37038;40250;41463;34756;40251;37687;40718;37543;35334;38454;38594;39710;37964;38432;41178;36603;35792;36771;;46300;45597;48450;47613;49282;44921;47789;45285;48559;47138;46166;46273;45328;47180;45791;45326;47369;46337;46819;47180;45071;46791;44977;43456;46096;46150;48171;44918;46027;46125;;51638;51861;51866;51640;51648;52023;51990;50994;51797;51542;50955;51673;51233;51695;51695;51721;51666;51861;51831;51776;51095;51869;51675;50846;51898;51444;51718;51716;51977;51215;;56546;56546;56546;56546;56546;56546;56546;56546;56546;56546;56523;56546;56546;56546;56546;56546;56546;56546;56546;56546;56523;56546;56546;56546;56546;56546;56546;56546;56546;56546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_unc_10_03.thop;;40371;42939;42134;39868;39283;39429;40984;44464;44634;45680;41563;43721;41253;43640;40074;40916;44187;42071;40282;44926;39431;40534;41595;43201;42399;42139;42775;41094;40290;41737;;47667;48969;47955;46348;50773;47335;47513;44827;45277;47063;50441;47936;48390;49375;47559;49242;46519;51358;49243;49295;50610;48549;50912;47170;49132;48595;49263;46885;49724;49122;;61421;62065;61665;61967;61467;61735;62085;61549;61916;61763;61552;61954;61591;61577;61728;61673;61596;61880;61681;61516;61247;61867;61610;61694;61415;62085;61968;61199;61653;61823;;62899;62804;62804;62725;62651;62445;62586;62804;62813;62701;62613;62857;62831;62725;62699;62755;62804;62857;62741;62801;62586;62804;62899;62596;62734;62507;62755;62596;62719;62699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_01_01.thop;;9333;9280;8879;8991;8991;9333;8991;9076;9119;9203;9333;9333;9280;8915;9093;9203;9076;9093;9093;8879;9333;9093;8991;9016;9093;9076;9333;9193;8991;9171;;9093;9193;9088;9093;9147;8991;9203;9203;8991;9147;8986;8986;9280;9333;9203;9203;9147;9147;9333;9088;9028;9093;9093;8984;9093;9093;9203;9093;9088;9203;;9203;9282;9282;9282;9203;9203;9203;9203;9282;9203;9203;9203;9280;9282;9203;9147;9203;9203;9203;9203;9203;9203;9203;9282;9203;9280;9147;9193;9203;9282;;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_01_02.thop;;10473;10062;10285;10469;10085;10456;10340;10339;10324;10412;10585;10600;10585;10525;10526;10312;10339;10560;10339;10419;10657;10560;10469;10519;10657;10164;10510;10431;10610;10585;;10436;10208;10085;10458;10487;10336;10475;10524;10146;10336;10462;10303;10208;10570;10208;10207;10317;10445;10657;10554;10445;10431;10456;10414;10284;10302;10566;10346;10317;10339;;10277;10457;10230;10179;10519;10276;10303;10321;10189;10263;10178;10269;10265;10435;10436;10259;10292;10056;10198;10259;10160;10276;10276;10160;10231;10163;10380;10570;10419;10457;;10657;10610;10610;10610;10585;10610;10657;10585;10610;10657;10585;10657;10610;10585;10610;10610;10657;10657;10610;10657;10657;10585;10610;10610;10610;10610;10610;10610;10657;10610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_01_03.thop;;11081;11302;11235;11235;11176;10810;11106;11196;11231;10865;11223;11303;11320;11281;11331;11338;11088;11311;11135;11358;11145;10950;11324;10747;11157;11299;10880;11303;11456;11324;;11285;11192;11169;11244;11148;11049;11256;11171;11339;11214;11135;11243;11117;11413;11412;11070;11298;10987;11303;10885;10891;10866;11300;11195;10919;11243;10891;11456;11004;11223;;11229;11091;11335;11166;11176;11176;11116;11091;11041;11130;11224;11200;11226;11101;11004;11226;11190;11336;11114;11336;11176;11176;11116;11219;11335;11335;11324;11022;11283;11127;;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;11503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_05_01.thop;;26415;26032;29677;30119;28318;27945;27925;28854;29639;26859;25853;28933;27623;28977;26842;30099;26061;27738;28489;25411;25716;26664;28539;27291;27298;26773;27691;26150;27254;28726;;31978;31990;31235;30914;31198;31356;32242;31789;32291;32037;31963;31733;31368;31022;31940;30392;32344;33549;31125;32597;30190;31488;30948;32073;30175;31639;31803;31962;30948;31462;;32852;33451;33838;33322;33556;32505;33975;33730;33387;33963;33206;33444;33073;33451;33399;33451;32792;32520;33451;33351;33322;33322;33451;33322;33847;33797;33451;33222;33451;33797;;35755;35755;35755;35755;35755;35755;35755;35594;35755;35755;35755;35755;35755;35341;35755;35755;35755;35755;35755;35755;35594;35602;35755;35755;35755;35602;35755;35755;35755;35755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_05_02.thop;;35437;36045;32914;32049;32545;32290;34337;32089;32298;33469;34093;33570;31420;33763;31914;34648;32911;33383;33469;34953;31575;31691;30136;32861;32920;31640;33680;33175;33696;33199;;36548;39867;38713;38576;37770;38613;37335;38889;39298;37912;37592;37982;37612;35742;36876;39715;37802;38713;37526;37700;37281;38793;38000;37438;39600;39540;39699;38834;37093;38585;;40060;40481;40392;40430;40121;40640;40185;40296;40847;40161;40773;40261;40906;41109;40377;40447;40069;40534;40192;40335;40566;40153;39582;41027;40118;40004;40192;40250;40001;40354;;43672;43672;43672;43672;43620;43672;43672;43578;43639;43672;43657;43557;43672;43620;43639;43672;43672;43672;43620;43672;43620;43672;43672;43657;43672;43672;43648;43620;43672;43620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_05_03.thop;;35110;35729;38421;34840;33746;35230;35852;34970;36352;36701;37336;38716;35665;38867;35649;35121;36871;35609;33946;37169;33931;38141;38449;35694;36604;36537;35473;34689;36871;37012;;44987;44778;43938;43708;42813;44462;44195;42742;43103;42475;41978;42058;42562;40531;42590;42154;42659;44647;42634;42092;41818;41350;44648;42820;39710;43991;40518;44316;41152;42293;;45461;45714;46014;45924;46019;46096;45656;45909;45774;45932;45912;45942;45817;45631;45481;45979;45711;46175;46496;45824;45336;45976;45400;45982;45582;46112;45677;46162;45717;46249;;48274;48274;48274;48241;48274;48274;48274;48196;48241;48274;48274;48274;48241;48241;48241;48274;48274;48274;48274;48196;48274;48274;48274;48274;48274;48274;48274;48274;48274;48274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eil51_03_usw_10_01.thop;;31997;33282;31041;32266;34703;33710;30915;33311;33037;32879;33657;32561;33313;33426;32537;36773;31827;32096;31598;33607;31236;31844;33394;30620;31156;34134;31590;30088;31416;31847;;37380;40081;38393;38731;37137;39374;37854;36964;36268;38543;39051;37897;37843;36897;39793;37407;37570;39180;36970;39173;38982;38289;39994;37106;36456;38510;36684;37947;37764;38463;;42253;42830;41984;42447;42450;42301;42378;42223;42018;42608;42450;42891;42247;42644;42410;42557;42450;42784;41694;42481;43015;42220;42673;42089;42284;42213;43445;42468;42479;42479;;46207;46834;46207;46641;46834;46837;46837;46834;46834;46799;46837;46837;46207;46730;46207;46837;46834;46837;46207;46531;46834;46837;46551;46799;46794;46750;46837;46551;46837;46834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
